Winner, Loser, WRank, LRank, Court, Surface, Round, Series, WElapsed, LElapsed, WRClay, WRGrass, WRHard, LRClay, LRGrass, LRHard, WAvgSpeed, LAvgSpeed, Wsets, Lsets, WDigit, LDigit
Monfils, Dimitrov, 18.000000, 11.000000, Outdoor, Clay, Quarterfinals, Masters 1000, 1.000000, 1.000000, 0.275641, 0.096154, 0.628205, 0.209424, 0.120419, 0.670157, 173.486181, 176.887884, 2.000000, 0.000000, 1, 0
Djokovic, Cilic, 1.000000, 10.000000, Outdoor, Clay, Quarterfinals, Masters 1000, 1.000000, 1.000000, 0.229773, 0.097087, 0.673139, 0.203297, 0.192308, 0.604396, 173.956002, 173.149234, 2.000000, 0.000000, 1, 0
Nadal, Ferrer, 5.000000, 7.000000, Outdoor, Clay, Quarterfinals, Masters 1000, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.409692, 0.039648, 0.550661, 168.193934, 167.031687, 2.000000, 1.000000, 1, 0
Berdych, Monfils, 8.000000, 18.000000, Outdoor, Clay, Semifinals, Masters 1000, 1.000000, 1.000000, 0.210300, 0.120172, 0.669528, 0.275641, 0.096154, 0.628205, 178.187284, 173.486181, 2.000000, 0.000000, 1, 0
Djokovic, Nadal, 1.000000, 5.000000, Outdoor, Clay, Semifinals, Masters 1000, 1.000000, 1.000000, 0.229773, 0.097087, 0.673139, 0.501859, 0.040892, 0.457249, 173.956002, 168.193934, 2.000000, 0.000000, 1, 0
Djokovic, Berdych, 1.000000, 8.000000, Outdoor, Clay, The Final, Masters 1000, 1.000000, 1.000000, 0.229773, 0.097087, 0.673139, 0.210300, 0.120172, 0.669528, 173.956002, 178.187284, 2.000000, 1.000000, 1, 0
Kukushkin, Souza, 54.000000, 77.000000, Outdoor, Clay, 1st Round, ATP500, 7.000000, 12.000000, 0.178571, 0.089286, 0.732143, 0.900000, 0.000000, 0.100000, 157.531631, 175.600000, 2.000000, 0.000000, 1, 0
Carballes, Struff, 222.000000, 72.000000, Outdoor, Clay, 1st Round, ATP500, 356.000000, 6.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Bellucci, Sugita, 75.000000, 140.000000, Outdoor, Clay, 1st Round, ATP500, 21.000000, 266.000000, 0.666667, 0.012821, 0.320513, 0.200000, 0.500000, 0.300000, 168.661962, 161.279279, 2.000000, 0.000000, 1, 0
Kuznetsov, Fucsovics, 95.000000, 153.000000, Outdoor, Clay, 1st Round, ATP500, 6.000000, 76.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Paire, Munar, 78.000000, 829.000000, Outdoor, Clay, 1st Round, ATP500, 5.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Andujar, Ramos-Vinolas, 66.000000, 67.000000, Outdoor, Clay, 1st Round, ATP500, 12.000000, 6.000000, 0.672414, 0.034483, 0.293103, 0.628205, 0.064103, 0.307692, 165.669980, 161.105263, 2.000000, 0.000000, 1, 0
Ymer, De, 204.000000, 160.000000, Outdoor, Clay, 1st Round, ATP500, 63.000000, 11.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Granollers, Matosevic, 60.000000, 81.000000, Outdoor, Clay, 1st Round, ATP500, 5.000000, 13.000000, 0.482353, 0.047059, 0.470588, 0.139535, 0.139535, 0.720930, 169.049497, 167.647848, 2.000000, 0.000000, 1, 0
Gabashvili, Carreno-Busta, 85.000000, 63.000000, Outdoor, Clay, 1st Round, ATP500, 9.000000, 7.000000, 0.413043, 0.043478, 0.543478, 0.690476, 0.000000, 0.309524, 165.434817, 155.864865, 2.000000, 0.000000, 1, 0
Sousa, De, 56.000000, 137.000000, Outdoor, Clay, 1st Round, ATP500, 6.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Estrella, Thiem, 53.000000, 43.000000, Outdoor, Clay, 1st Round, ATP500, 7.000000, 7.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Ilhan, Ward, 84.000000, 106.000000, Outdoor, Clay, 1st Round, ATP500, 54.000000, 56.000000, 0.333333, 0.222222, 0.444444, 0.142857, 0.428571, 0.428571, 172.265594, 169.333333, 2.000000, 1.000000, 1, 0
Montanes, Berankis, 126.000000, 80.000000, Outdoor, Clay, 1st Round, ATP500, 56.000000, 15.000000, 0.978261, 0.000000, 0.021739, 0.135135, 0.027027, 0.837838, 164.188800, 170.996255, 2.000000, 1.000000, 1, 0
Rublev, Verdasco, 329.000000, 37.000000, Outdoor, Clay, 1st Round, ATP500, 24.000000, 7.000000, 0.421053, 0.157895, 0.421053, 0.453125, 0.117188, 0.429688, 173.582090, 172.895652, 2.000000, 0.000000, 1, 0
Monaco, Gonzalez, 36.000000, 108.000000, Outdoor, Clay, 1st Round, ATP500, 6.000000, 14.000000, 0.703704, 0.049383, 0.246914, 0.631579, 0.000000, 0.368421, 163.588329, 167.106977, 2.000000, 0.000000, 1, 0
Almagro, Lorenzi, 123.000000, 99.000000, Outdoor, Clay, 1st Round, ATP500, 11.000000, 13.000000, 0.698113, 0.028302, 0.273585, 0.640000, 0.026667, 0.333333, 175.619251, 166.731951, 0.000000, 0.000000, 1, 0
Bautista, Bellucci, 16.000000, 75.000000, Outdoor, Clay, 2nd Round, ATP500, 5.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Nishikori, Gabashvili, 5.000000, 85.000000, Outdoor, Clay, 2nd Round, ATP500, 19.000000, 1.000000, 0.260274, 0.082192, 0.657534, 0.413043, 0.043478, 0.543478, 162.266621, 165.434817, 2.000000, 0.000000, 1, 0
Robredo, Kukushkin, 20.000000, 54.000000, Outdoor, Clay, 2nd Round, ATP500, 5.000000, 1.000000, 0.509091, 0.054545, 0.436364, 0.178571, 0.089286, 0.732143, 166.396535, 157.531631, 2.000000, 0.000000, 1, 0
Cuevas, Carballes, 23.000000, 222.000000, Outdoor, Clay, 2nd Round, ATP500, 23.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Andujar, Mayer, 66.000000, 24.000000, Outdoor, Clay, 2nd Round, ATP500, 2.000000, 2.000000, 0.672414, 0.034483, 0.293103, 0.503704, 0.170370, 0.325926, 165.669980, 164.620329, 2.000000, 1.000000, 1, 0
Estrella, Cilic, 53.000000, 9.000000, Outdoor, Clay, 2nd Round, ATP500, 1.000000, 5.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Giraldo, Sousa, 31.000000, 56.000000, Outdoor, Clay, 2nd Round, ATP500, 11.000000, 1.000000, 0.616438, 0.095890, 0.287671, 0.412281, 0.070175, 0.517544, 162.446695, 164.660227, 2.000000, 1.000000, 1, 0
Klizan, Monaco, 28.000000, 36.000000, Outdoor, Clay, 2nd Round, ATP500, 8.000000, 1.000000, 0.518072, 0.036145, 0.445783, 0.703704, 0.049383, 0.246914, 163.760967, 163.588329, 2.000000, 1.000000, 1, 0
Ymer, Kyrgios, 204.000000, 41.000000, Outdoor, Clay, 2nd Round, ATP500, 2.000000, 38.000000, 0.714286, 0.000000, 0.285714, 0.229167, 0.104167, 0.666667, 169.514905, 182.492694, 2.000000, 1.000000, 1, 0
Ferrer, Montanes, 8.000000, 126.000000, Outdoor, Clay, 2nd Round, ATP500, 5.000000, 1.000000, 0.409692, 0.039648, 0.550661, 0.978261, 0.000000, 0.021739, 167.031687, 164.188800, 2.000000, 0.000000, 1, 0
Kohlschreiber, Kuznetsov, 25.000000, 95.000000, Outdoor, Clay, 2nd Round, ATP500, 7.000000, 2.000000, 0.464052, 0.111111, 0.424837, 0.385714, 0.100000, 0.514286, 169.174588, 164.852023, 2.000000, 0.000000, 1, 0
Nadal, Almagro, 4.000000, 123.000000, Outdoor, Clay, 2nd Round, ATP500, 4.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.698113, 0.028302, 0.273585, 168.193934, 175.619251, 2.000000, 0.000000, 1, 0
Lopez, Ilhan, 12.000000, 84.000000, Outdoor, Clay, 2nd Round, ATP500, 11.000000, 1.000000, 0.263158, 0.230263, 0.506579, 0.333333, 0.222222, 0.444444, 163.491159, 172.265594, 2.000000, 1.000000, 1, 0
Paire, Gulbis, 78.000000, 18.000000, Outdoor, Clay, 2nd Round, ATP500, 2.000000, 9.000000, 0.394737, 0.096491, 0.508772, 0.375000, 0.072917, 0.552083, 165.389553, 188.738025, 2.000000, 1.000000, 1, 0
Granollers, Tsonga, 60.000000, 14.000000, Outdoor, Clay, 2nd Round, ATP500, 2.000000, 6.000000, 0.482353, 0.047059, 0.470588, 0.248447, 0.105590, 0.645963, 169.049497, 173.887833, 2.000000, 0.000000, 1, 0
Fognini, Rublev, 30.000000, 329.000000, Outdoor, Clay, 2nd Round, ATP500, 7.000000, 1.000000, 0.602564, 0.051282, 0.346154, 0.421053, 0.157895, 0.421053, 161.296142, 173.582090, 2.000000, 1.000000, 1, 0
Bautista, Cuevas, 16.000000, 23.000000, Outdoor, Clay, 3rd Round, ATP500, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Nishikori, Giraldo, 5.000000, 31.000000, Outdoor, Clay, 3rd Round, ATP500, 2.000000, 1.000000, 0.260274, 0.082192, 0.657534, 0.616438, 0.095890, 0.287671, 162.266621, 162.446695, 2.000000, 0.000000, 1, 0
Klizan, Estrella, 28.000000, 53.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Ferrer, Ymer, 8.000000, 204.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.409692, 0.039648, 0.550661, 0.714286, 0.000000, 0.285714, 167.031687, 169.514905, 2.000000, 0.000000, 1, 0
Andujar, Lopez, 66.000000, 12.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.672414, 0.034483, 0.293103, 0.263158, 0.230263, 0.506579, 165.669980, 163.491159, 2.000000, 0.000000, 1, 0
Fognini, Nadal, 30.000000, 4.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.602564, 0.051282, 0.346154, 0.501859, 0.040892, 0.457249, 161.296142, 168.193934, 2.000000, 0.000000, 1, 0
Kohlschreiber, Paire, 25.000000, 78.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.464052, 0.111111, 0.424837, 0.394737, 0.096491, 0.508772, 169.174588, 165.389553, 2.000000, 0.000000, 1, 0
Robredo, Granollers, 20.000000, 60.000000, Outdoor, Clay, 3rd Round, ATP500, 2.000000, 1.000000, 0.509091, 0.054545, 0.436364, 0.482353, 0.047059, 0.470588, 166.396535, 169.049497, 2.000000, 0.000000, 1, 0
Nishikori, Bautista, 5.000000, 16.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Klizan, Robredo, 28.000000, 20.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, 0.518072, 0.036145, 0.445783, 0.509091, 0.054545, 0.436364, 163.760967, 166.396535, 2.000000, 0.000000, 1, 0
Ferrer, Kohlschreiber, 8.000000, 25.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, 0.409692, 0.039648, 0.550661, 0.464052, 0.111111, 0.424837, 167.031687, 169.174588, 2.000000, 0.000000, 1, 0
Andujar, Fognini, 66.000000, 30.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, 0.672414, 0.034483, 0.293103, 0.602564, 0.051282, 0.346154, 165.669980, 161.296142, 2.000000, 0.000000, 1, 0
Nishikori, Klizan, 5.000000, 28.000000, Outdoor, Clay, Semifinals, ATP500, 1.000000, 1.000000, 0.260274, 0.082192, 0.657534, 0.518072, 0.036145, 0.445783, 162.266621, 163.760967, 2.000000, 0.000000, 1, 0
Andujar, Ferrer, 66.000000, 8.000000, Outdoor, Clay, Semifinals, ATP500, 1.000000, 1.000000, 0.672414, 0.034483, 0.293103, 0.409692, 0.039648, 0.550661, 165.669980, 167.031687, 2.000000, 0.000000, 1, 0
Nishikori, Andujar, 5.000000, 66.000000, Outdoor, Clay, The Final, ATP500, 1.000000, 1.000000, 0.260274, 0.082192, 0.657534, 0.672414, 0.034483, 0.293103, 162.266621, 165.669980, 2.000000, 0.000000, 1, 0
Jaziri, Mayer, 89.000000, 603.000000, Outdoor, Clay, 1st Round, ATP250, 13.000000, 6.000000, 0.148936, 0.106383, 0.744681, 0.503704, 0.170370, 0.325926, 159.836364, 164.620329, 2.000000, 1.000000, 1, 0
Gimeno-Traver, Troicki, 68.000000, 34.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, 5.000000, 0.826087, 0.000000, 0.173913, 0.280374, 0.130841, 0.588785, 166.837587, 173.013009, 2.000000, 1.000000, 1, 0
Coric, Stakhovsky, 55.000000, 51.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 5.000000, 0.426471, 0.029412, 0.544118, 0.181818, 0.254545, 0.563636, 167.566719, 172.523134, 2.000000, 1.000000, 1, 0
Youzhny, Copil, 57.000000, 172.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, 88.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Haider-Maurer, Dodig, 47.000000, 100.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 37.000000, 0.615385, 0.076923, 0.307692, 0.276923, 0.123077, 0.600000, 179.994924, 172.222533, 2.000000, 1.000000, 1, 0
Baghdatis, Darcis, 59.000000, 74.000000, Outdoor, Clay, 1st Round, ATP250, 26.000000, 22.000000, 0.058824, 0.223529, 0.717647, 0.200000, 0.120000, 0.680000, 168.784262, 161.468997, 2.000000, 0.000000, 1, 0
Bolelli, Golubev, 50.000000, 105.000000, Outdoor, Clay, 1st Round, ATP250, 9.000000, 26.000000, 0.363636, 0.136364, 0.500000, 0.466667, 0.000000, 0.533333, 173.344625, 167.422179, 2.000000, 0.000000, 1, 0
Garcia-Lopez, Giustino, 45.000000, 384.000000, Outdoor, Clay, 1st Round, ATP250, 12.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Lajovic, Zopp, 82.000000, 157.000000, Outdoor, Clay, 1st Round, ATP250, 14.000000, 77.000000, 0.616667, 0.050000, 0.333333, 0.333333, 0.000000, 0.666667, 160.488417, 172.712707, 2.000000, 0.000000, 1, 0
Tipsarevic, Fabbiano, 824.000000, 207.000000, Outdoor, Clay, 1st Round, ATP250, 12.000000, 602.000000, 0.303030, 0.090909, 0.606061, 0.166667, 0.166667, 0.666667, 169.001171, 154.290000, 2.000000, 0.000000, 1, 0
Mektic, Istomin, 289.000000, 65.000000, Outdoor, Clay, 1st Round, ATP250, 805.000000, 27.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Vesely, Schwartzman, 46.000000, 61.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 7.000000, 0.481013, 0.126582, 0.392405, 0.636364, 0.000000, 0.363636, 181.729904, 153.274834, 2.000000, 0.000000, 1, 0
Rosol, Lajovic, 33.000000, 82.000000, Outdoor, Clay, 2nd Round, ATP250, 10.000000, 1.000000, 0.397590, 0.048193, 0.554217, 0.616667, 0.050000, 0.333333, 179.291215, 160.488417, 2.000000, 1.000000, 1, 0
Vesely, Jaziri, 46.000000, 89.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 2.000000, 0.481013, 0.126582, 0.392405, 0.148936, 0.106383, 0.744681, 181.729904, 159.836364, 2.000000, 0.000000, 1, 0
Garcia-Lopez, Baghdatis, 45.000000, 59.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 1.000000, 0.495146, 0.058252, 0.446602, 0.058824, 0.223529, 0.717647, 165.312162, 168.784262, 2.000000, 0.000000, 1, 0
Karlovic, Coric, 22.000000, 55.000000, Outdoor, Clay, 2nd Round, ATP250, 25.000000, 2.000000, 0.185185, 0.222222, 0.592593, 0.426471, 0.029412, 0.544118, 195.388708, 167.566719, 2.000000, 1.000000, 1, 0
Bolelli, Haider-Maurer, 50.000000, 47.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.363636, 0.136364, 0.500000, 0.615385, 0.076923, 0.307692, 173.344625, 179.994924, 2.000000, 0.000000, 1, 0
Gimeno-Traver, Mektic, 68.000000, 289.000000, Outdoor, Clay, 2nd Round, ATP250, 3.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Monfils, Youzhny, 15.000000, 57.000000, Outdoor, Clay, 2nd Round, ATP250, 5.000000, 3.000000, 0.275641, 0.096154, 0.628205, 0.285714, 0.164835, 0.549451, 173.486181, 166.501235, 2.000000, 0.000000, 1, 0
Simon, Tipsarevic, 13.000000, 824.000000, Outdoor, Clay, 2nd Round, ATP250, 7.000000, 2.000000, 0.260274, 0.123288, 0.616438, 0.303030, 0.090909, 0.606061, 156.881607, 169.001171, 2.000000, 0.000000, 1, 0
Vesely, Karlovic, 46.000000, 22.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.481013, 0.126582, 0.392405, 0.185185, 0.222222, 0.592593, 181.729904, 195.388708, 2.000000, 0.000000, 1, 0
Garcia-Lopez, Rosol, 45.000000, 33.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.495146, 0.058252, 0.446602, 0.397590, 0.048193, 0.554217, 165.312162, 179.291215, 2.000000, 0.000000, 1, 0
Gimeno-Traver, Simon, 68.000000, 13.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.826087, 0.000000, 0.173913, 0.260274, 0.123288, 0.616438, 166.837587, 156.881607, 2.000000, 1.000000, 1, 0
Monfils, Bolelli, 15.000000, 50.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.275641, 0.096154, 0.628205, 0.363636, 0.136364, 0.500000, 173.486181, 173.344625, 2.000000, 0.000000, 1, 0
Vesely, Gimeno-Traver, 46.000000, 68.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.481013, 0.126582, 0.392405, 0.826087, 0.000000, 0.173913, 181.729904, 166.837587, 2.000000, 1.000000, 1, 0
Garcia-Lopez, Monfils, 45.000000, 15.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.495146, 0.058252, 0.446602, 0.275641, 0.096154, 0.628205, 165.312162, 173.486181, 2.000000, 1.000000, 1, 0
Garcia-Lopez, Vesely, 45.000000, 46.000000, Outdoor, Clay, The Final, ATP250, 1.000000, 1.000000, 0.495146, 0.058252, 0.446602, 0.481013, 0.126582, 0.392405, 165.312162, 181.729904, 2.000000, 0.000000, 1, 0
Haase, Berankis, 101.000000, 81.000000, Outdoor, Clay, 1st Round, ATP250, 14.000000, 6.000000, 0.451613, 0.118280, 0.430108, 0.135135, 0.027027, 0.837838, 172.912826, 170.996255, 2.000000, 1.000000, 1, 0
Coric, Chardy, 55.000000, 32.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 12.000000, 0.426471, 0.029412, 0.544118, 0.318584, 0.106195, 0.575221, 167.566719, 182.488035, 2.000000, 0.000000, 1, 0
Krajinovic, Gonzalez, 104.000000, 106.000000, Outdoor, Clay, 1st Round, ATP250, 30.000000, 6.000000, 0.375000, 0.000000, 0.625000, 0.631579, 0.000000, 0.368421, 168.936170, 167.106977, 2.000000, 0.000000, 1, 0
Muller, Silva, 45.000000, 280.000000, Outdoor, Clay, 1st Round, ATP250, 30.000000, nan, 0.079208, 0.297030, 0.623762, 1.000000, 0.000000, 0.000000, 175.866384, 167.764957, 2.000000, 1.000000, 1, 0
Carreno-Busta, Lestienne, 64.000000, 319.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
De, Elias, 137.000000, 138.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 189.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Gasquet, Matosevic, 28.000000, 82.000000, Outdoor, Clay, 1st Round, ATP250, 44.000000, 8.000000, 0.184971, 0.132948, 0.682081, 0.139535, 0.139535, 0.720930, 166.746555, 167.647848, 2.000000, 0.000000, 1, 0
Montanes, Fischer, 127.000000, 335.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 561.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Garcia-Lopez, Carballes, 31.000000, 202.000000, Outdoor, Clay, 1st Round, ATP250, 2.000000, 7.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Machado, Sousa, 227.000000, 57.000000, Outdoor, Clay, 1st Round, ATP250, 363.000000, 6.000000, 1.000000, 0.000000, 0.000000, 0.412281, 0.070175, 0.517544, 154.819742, 164.660227, 2.000000, 0.000000, 1, 0
Almagro, Robert, 174.000000, 317.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 64.000000, 0.698113, 0.028302, 0.273585, 0.347826, 0.086957, 0.565217, 175.619251, 160.678481, 2.000000, 0.000000, 1, 0
Kyrgios, Ramos-Vinolas, 46.000000, 68.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 8.000000, 0.229167, 0.104167, 0.666667, 0.628205, 0.064103, 0.307692, 182.492694, 161.105263, 2.000000, 1.000000, 1, 0
Almagro, Mayer, 174.000000, 25.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 1.000000, 0.698113, 0.028302, 0.273585, 0.503704, 0.170370, 0.325926, 175.619251, 164.620329, 2.000000, 0.000000, 1, 0
Haase, Lopez, 101.000000, 12.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 6.000000, 0.451613, 0.118280, 0.430108, 0.263158, 0.230263, 0.506579, 172.912826, 163.491159, 2.000000, 1.000000, 1, 0
Gasquet, De, 28.000000, 137.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kyrgios, Krajinovic, 46.000000, 104.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 2.000000, 0.229167, 0.104167, 0.666667, 0.375000, 0.000000, 0.625000, 182.492694, 168.936170, 2.000000, 0.000000, 1, 0
Carreno-Busta, Vega, 64.000000, 440.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Garcia-Lopez, Anderson, 31.000000, 17.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 19.000000, 0.495146, 0.058252, 0.446602, 0.222222, 0.123457, 0.654321, 165.312162, 187.132917, 2.000000, 1.000000, 1, 0
Muller, Montanes, 45.000000, 127.000000, Outdoor, Clay, 2nd Round, ATP250, 3.000000, 2.000000, 0.079208, 0.297030, 0.623762, 0.978261, 0.000000, 0.021739, 175.866384, 164.188800, 2.000000, 1.000000, 1, 0
Coric, Machado, 55.000000, 227.000000, Outdoor, Clay, 2nd Round, ATP250, 3.000000, 2.000000, 0.426471, 0.029412, 0.544118, 1.000000, 0.000000, 0.000000, 167.566719, 154.819742, 2.000000, 1.000000, 1, 0
Carreno-Busta, Muller, 64.000000, 45.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.690476, 0.000000, 0.309524, 0.079208, 0.297030, 0.623762, 155.864865, 175.866384, 2.000000, 0.000000, 1, 0
Kyrgios, Haase, 46.000000, 101.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.229167, 0.104167, 0.666667, 0.451613, 0.118280, 0.430108, 182.492694, 172.912826, 2.000000, 0.000000, 1, 0
Garcia-Lopez, Coric, 31.000000, 55.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.495146, 0.058252, 0.446602, 0.426471, 0.029412, 0.544118, 165.312162, 167.566719, 2.000000, 0.000000, 1, 0
Gasquet, Almagro, 28.000000, 174.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.184971, 0.132948, 0.682081, 0.698113, 0.028302, 0.273585, 166.746555, 175.619251, 2.000000, 0.000000, 1, 0
Kyrgios, Carreno-Busta, 46.000000, 64.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.229167, 0.104167, 0.666667, 0.690476, 0.000000, 0.309524, 182.492694, 155.864865, 2.000000, 1.000000, 1, 0
Gasquet, Garcia-Lopez, 28.000000, 31.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.184971, 0.132948, 0.682081, 0.495146, 0.058252, 0.446602, 166.746555, 165.312162, 2.000000, 1.000000, 1, 0
Gasquet, Kyrgios, 28.000000, 46.000000, Outdoor, Clay, The Final, ATP250, 1.000000, 1.000000, 0.184971, 0.132948, 0.682081, 0.229167, 0.104167, 0.666667, 166.746555, 182.492694, 2.000000, 0.000000, 1, 0
Golubev, Basilashvili, 117.000000, 134.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 83.000000, 0.466667, 0.000000, 0.533333, 0.370370, 0.111111, 0.518519, 167.422179, 168.333333, 2.000000, 0.000000, 1, 0
Bellucci, Youzhny, 74.000000, 58.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 4.000000, 0.666667, 0.012821, 0.320513, 0.285714, 0.164835, 0.549451, 168.661962, 166.501235, 2.000000, 0.000000, 1, 0
Rublev, Dzumhur, 292.000000, 86.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 17.000000, 0.421053, 0.157895, 0.421053, 0.319149, 0.063830, 0.617021, 173.582090, 149.777778, 2.000000, 0.000000, 1, 0
Kukushkin, Nedovyesov, 56.000000, 121.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 243.000000, 0.178571, 0.089286, 0.732143, 0.500000, 0.000000, 0.500000, 157.531631, 168.797009, 2.000000, 0.000000, 1, 0
Schwartzman, Kavcic, 63.000000, 77.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 84.000000, 0.636364, 0.000000, 0.363636, 0.388889, 0.055556, 0.555556, 153.274834, 166.882432, 2.000000, 0.000000, 1, 0
Istomin, Paire, 66.000000, 73.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 5.000000, 0.263736, 0.164835, 0.571429, 0.394737, 0.096491, 0.508772, 172.014523, 165.389553, 2.000000, 0.000000, 1, 0
Melzer, Darcis, 83.000000, 76.000000, Outdoor, Clay, 1st Round, ATP250, 31.000000, 7.000000, 0.437500, 0.125000, 0.437500, 0.200000, 0.120000, 0.680000, 167.892294, 161.468997, 0.000000, 0.000000, 1, 0
Gimeno-Traver, Ilkel, 62.000000, 422.000000, Outdoor, Clay, 1st Round, ATP250, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Lajovic, Kokkinakis, 79.000000, 103.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 34.000000, 0.616667, 0.050000, 0.333333, 0.105263, 0.157895, 0.736842, 160.488417, 175.239649, 2.000000, 0.000000, 1, 0
Gabashvili, Kuznetsov, 100.000000, 94.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 6.000000, 0.413043, 0.043478, 0.543478, 0.385714, 0.100000, 0.514286, 165.434817, 164.852023, 2.000000, 0.000000, 1, 0
Nieminen, Ilhan, 71.000000, 80.000000, Outdoor, Clay, 1st Round, ATP250, 32.000000, 6.000000, 0.253968, 0.095238, 0.650794, 0.333333, 0.222222, 0.444444, 163.024785, 172.265594, 2.000000, 0.000000, 1, 0
