Winner, Loser, WRank, LRank, Court, Surface, Round, Series, WElapsed, LElapsed, WRClay, WRGrass, WRHard, LRClay, LRGrass, LRHard, WAvgSpeed, LAvgSpeed, Wsets, Lsets, WDigit, LDigit
Dodig, Haider-Maurer, 107.000000, 47.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 5.000000, 0.276923, 0.123077, 0.600000, 0.615385, 0.076923, 0.307692, 172.222533, 179.994924, 2.000000, 0.000000, 1, 0
Gimeno-Traver, Kukushkin, 62.000000, 56.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 1.000000, 0.826087, 0.000000, 0.173913, 0.178571, 0.089286, 0.732143, 166.837587, 157.531631, 2.000000, 0.000000, 1, 0
Schwartzman, Melzer, 63.000000, 83.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 1.000000, 0.636364, 0.000000, 0.363636, 0.437500, 0.125000, 0.437500, 153.274834, 167.892294, 2.000000, 0.000000, 1, 0
Giraldo, Rublev, 50.000000, 292.000000, Outdoor, Clay, 2nd Round, ATP250, 6.000000, 1.000000, 0.616438, 0.095890, 0.287671, 0.421053, 0.157895, 0.421053, 162.446695, 173.582090, 2.000000, 1.000000, 1, 0
Federer, Nieminen, 2.000000, 71.000000, Outdoor, Clay, 2nd Round, ATP250, 13.000000, 1.000000, 0.151515, 0.207792, 0.640693, 0.253968, 0.095238, 0.650794, 175.109088, 163.024785, 2.000000, 0.000000, 1, 0
Cuevas, Gabashvili, 23.000000, 100.000000, Outdoor, Clay, 2nd Round, ATP250, 7.000000, 2.000000, 0.693878, 0.051020, 0.255102, 0.413043, 0.043478, 0.543478, 168.311098, 165.434817, 2.000000, 1.000000, 1, 0
Bellucci, Istomin, 74.000000, 66.000000, Outdoor, Clay, 2nd Round, ATP250, 3.000000, 2.000000, 0.666667, 0.012821, 0.320513, 0.263736, 0.164835, 0.571429, 168.661962, 172.014523, 2.000000, 0.000000, 1, 0
Dimitrov, Golubev, 11.000000, 117.000000, Outdoor, Clay, 2nd Round, ATP250, 13.000000, 3.000000, 0.209424, 0.120419, 0.670157, 0.466667, 0.000000, 0.533333, 176.887884, 167.422179, 2.000000, 0.000000, 1, 0
Dodig, Lajovic, 107.000000, 79.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.276923, 0.123077, 0.600000, 0.616667, 0.050000, 0.333333, 172.222533, 160.488417, 2.000000, 1.000000, 1, 0
Schwartzman, Giraldo, 63.000000, 50.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.636364, 0.000000, 0.363636, 0.616438, 0.095890, 0.287671, 153.274834, 162.446695, 2.000000, 1.000000, 1, 0
Federer, Gimeno-Traver, 2.000000, 62.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.151515, 0.207792, 0.640693, 0.826087, 0.000000, 0.173913, 175.109088, 166.837587, 2.000000, 1.000000, 1, 0
Dimitrov, Dodig, 11.000000, 107.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.209424, 0.120419, 0.670157, 0.276923, 0.123077, 0.600000, 176.887884, 172.222533, 2.000000, 0.000000, 1, 0
Cuevas, Bellucci, 23.000000, 74.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.693878, 0.051020, 0.255102, 0.666667, 0.012821, 0.320513, 168.311098, 168.661962, 2.000000, 0.000000, 1, 0
Federer, Schwartzman, 2.000000, 63.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.151515, 0.207792, 0.640693, 0.636364, 0.000000, 0.363636, 175.109088, 153.274834, 2.000000, 1.000000, 1, 0
Cuevas, Dimitrov, 23.000000, 11.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.693878, 0.051020, 0.255102, 0.209424, 0.120419, 0.670157, 168.311098, 176.887884, 2.000000, 0.000000, 1, 0
Federer, Cuevas, 2.000000, 23.000000, Outdoor, Clay, The Final, ATP250, 1.000000, 1.000000, 0.151515, 0.207792, 0.640693, 0.693878, 0.051020, 0.255102, 175.109088, 168.311098, 2.000000, 0.000000, 1, 0
Estrella, Troicki, 51.000000, 33.000000, Outdoor, Clay, 1st Round, ATP250, 4.000000, 7.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Zverev, Becker, 119.000000, 43.000000, Outdoor, Clay, 1st Round, ATP250, 30.000000, 14.000000, 0.291391, 0.205298, 0.503311, 0.090909, 0.218182, 0.690909, 188.070340, 175.709091, 2.000000, 1.000000, 1, 0
Rosol, Mayer, 41.000000, 605.000000, Outdoor, Clay, 1st Round, ATP250, 4.000000, 6.000000, 0.397590, 0.048193, 0.554217, 0.503704, 0.170370, 0.325926, 179.291215, 164.620329, 2.000000, 0.000000, 1, 0
Thiem, Pospisil, 44.000000, 61.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 31.000000, 0.503106, 0.086957, 0.409938, 0.051948, 0.181818, 0.766234, 168.035472, 181.889033, 2.000000, 1.000000, 1, 0
Stepanek, Dustov, 120.000000, 108.000000, Outdoor, Clay, 1st Round, ATP250, 246.000000, 288.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Tipsarevic, Tomic, 635.000000, 27.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 14.000000, 0.303030, 0.090909, 0.606061, 0.151786, 0.205357, 0.642857, 169.001171, 169.200256, 2.000000, 1.000000, 1, 0
Kohlschreiber, Vesely, 26.000000, 35.000000, Outdoor, Clay, 1st Round, ATP250, 4.000000, 2.000000, 0.464052, 0.111111, 0.424837, 0.481013, 0.126582, 0.392405, 169.174588, 181.729904, 2.000000, 0.000000, 1, 0
Stakhovsky, Ledovskikh, 53.000000, 417.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Bolelli, Brown, 52.000000, 102.000000, Outdoor, Clay, 1st Round, ATP250, 4.000000, 20.000000, 0.363636, 0.136364, 0.500000, 0.340426, 0.276596, 0.382979, 173.344625, 176.681588, 2.000000, 0.000000, 1, 0
Fognini, Trinker, 29.000000, 371.000000, Outdoor, Clay, 1st Round, ATP250, 4.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Zverev, Struff, 653.000000, 72.000000, Outdoor, Clay, 1st Round, ATP250, 1.000000, 8.000000, 0.291391, 0.205298, 0.503311, 0.377358, 0.075472, 0.547170, 188.070340, 185.668817, 2.000000, 1.000000, 1, 0
Andujar, Souza, 42.000000, 78.000000, Outdoor, Clay, 1st Round, ATP250, 3.000000, 9.000000, 0.672414, 0.034483, 0.293103, 0.900000, 0.000000, 0.100000, 165.669980, 175.600000, 2.000000, 0.000000, 1, 0
Estrella, Tipsarevic, 51.000000, 635.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kohlschreiber, Zverev, 26.000000, 119.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 1.000000, 0.464052, 0.111111, 0.424837, 0.291391, 0.205298, 0.503311, 169.174588, 188.070340, 2.000000, 0.000000, 1, 0
Bautista, Stepanek, 16.000000, 120.000000, Outdoor, Clay, 2nd Round, ATP250, 5.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Goffin, Bolelli, 21.000000, 52.000000, Outdoor, Clay, 2nd Round, ATP250, 14.000000, 1.000000, 0.295775, 0.084507, 0.619718, 0.363636, 0.136364, 0.500000, 163.700575, 173.344625, 2.000000, 1.000000, 1, 0
Rosol, Stakhovsky, 41.000000, 53.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.397590, 0.048193, 0.554217, 0.181818, 0.254545, 0.563636, 179.291215, 172.523134, 2.000000, 0.000000, 1, 0
Murray, Zverev, 3.000000, 653.000000, Outdoor, Clay, 2nd Round, ATP250, 25.000000, 1.000000, 0.209302, 0.166667, 0.624031, 0.291391, 0.205298, 0.503311, 167.091792, 188.070340, 2.000000, 0.000000, 1, 0
Melzer, Andujar, 186.000000, 42.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 1.000000, 0.437500, 0.125000, 0.437500, 0.672414, 0.034483, 0.293103, 167.892294, 165.669980, 0.000000, 0.000000, 1, 0
Thiem, Fognini, 44.000000, 29.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.503106, 0.086957, 0.409938, 0.602564, 0.051282, 0.346154, 168.035472, 161.296142, 2.000000, 0.000000, 1, 0
Murray, Rosol, 3.000000, 41.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.397590, 0.048193, 0.554217, 167.091792, 179.291215, 2.000000, 1.000000, 1, 0
Bautista, Estrella, 16.000000, 51.000000, Outdoor, Clay, Quarterfinals, ATP250, 3.000000, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Melzer, Thiem, 186.000000, 44.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.437500, 0.125000, 0.437500, 0.503106, 0.086957, 0.409938, 167.892294, 168.035472, 2.000000, 1.000000, 1, 0
Kohlschreiber, Goffin, 26.000000, 21.000000, Outdoor, Clay, Quarterfinals, ATP250, 3.000000, 3.000000, 0.464052, 0.111111, 0.424837, 0.295775, 0.084507, 0.619718, 169.174588, 163.700575, 2.000000, 1.000000, 1, 0
Murray, Bautista, 3.000000, 16.000000, Outdoor, Clay, Semifinals, ATP250, 2.000000, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kohlschreiber, Melzer, 26.000000, 186.000000, Outdoor, Clay, Semifinals, ATP250, 3.000000, 2.000000, 0.464052, 0.111111, 0.424837, 0.437500, 0.125000, 0.437500, 169.174588, 167.892294, 2.000000, 1.000000, 1, 0
Murray, Kohlschreiber, 3.000000, 26.000000, Outdoor, Clay, The Final, ATP250, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.464052, 0.111111, 0.424837, 167.091792, 169.174588, 2.000000, 1.000000, 1, 0
Monaco, Almagro, 34.000000, 159.000000, Outdoor, Clay, 1st Round, Masters 1000, 11.000000, 2.000000, 0.703704, 0.049383, 0.246914, 0.698113, 0.028302, 0.273585, 163.588329, 175.619251, 2.000000, 0.000000, 1, 0
Bolelli, Anderson, 63.000000, 17.000000, Outdoor, Clay, 1st Round, Masters 1000, 4.000000, 3.000000, 0.363636, 0.136364, 0.500000, 0.222222, 0.123457, 0.654321, 173.344625, 187.132917, 2.000000, 0.000000, 1, 0
Querrey, Kokkinakis, 39.000000, 103.000000, Outdoor, Clay, 1st Round, Masters 1000, 22.000000, 6.000000, 0.171875, 0.218750, 0.609375, 0.105263, 0.157895, 0.736842, 178.101228, 175.239649, 2.000000, 1.000000, 1, 0
Isner, Mannarino, 18.000000, 29.000000, Outdoor, Clay, 1st Round, Masters 1000, 18.000000, 20.000000, 0.203390, 0.118644, 0.677966, 0.137255, 0.294118, 0.568627, 193.113282, 159.608594, 2.000000, 0.000000, 1, 0
Johnson, Gonzalez, 54.000000, 105.000000, Outdoor, Clay, 1st Round, Masters 1000, 21.000000, 7.000000, 0.142857, 0.205357, 0.651786, 0.631579, 0.000000, 0.368421, 174.626770, 167.106977, 2.000000, 1.000000, 1, 0
Lopez, Becker, 12.000000, 45.000000, Outdoor, Clay, 1st Round, Masters 1000, 5.000000, 7.000000, 0.263158, 0.230263, 0.506579, 0.090909, 0.218182, 0.690909, 163.491159, 175.709091, 2.000000, 1.000000, 1, 0
Sousa, Janowicz, 56.000000, 47.000000, Outdoor, Clay, 1st Round, Masters 1000, 6.000000, 21.000000, 0.412281, 0.070175, 0.517544, 0.185714, 0.200000, 0.614286, 164.660227, 183.323472, 2.000000, 0.000000, 1, 0
Fognini, Giraldo, 31.000000, 49.000000, Outdoor, Clay, 1st Round, Masters 1000, 4.000000, 3.000000, 0.602564, 0.051282, 0.346154, 0.616438, 0.095890, 0.287671, 161.296142, 162.446695, 2.000000, 0.000000, 1, 0
Bellucci, Chardy, 77.000000, 32.000000, Outdoor, Clay, 1st Round, Masters 1000, 3.000000, 7.000000, 0.666667, 0.012821, 0.320513, 0.318584, 0.106195, 0.575221, 168.661962, 182.488035, 2.000000, 0.000000, 1, 0
Vanni, Tomic, 117.000000, 26.000000, Outdoor, Clay, 1st Round, Masters 1000, 75.000000, 6.000000, 0.800000, 0.000000, 0.200000, 0.151786, 0.205357, 0.642857, 175.602564, 169.200256, 2.000000, 1.000000, 1, 0
Goffin, Gulbis, 21.000000, 20.000000, Outdoor, Clay, 1st Round, Masters 1000, 2.000000, 12.000000, 0.295775, 0.084507, 0.619718, 0.375000, 0.072917, 0.552083, 163.700575, 188.738025, 2.000000, 1.000000, 1, 0
Cilic, Vesely, 10.000000, 36.000000, Outdoor, Clay, 1st Round, Masters 1000, 12.000000, 6.000000, 0.203297, 0.192308, 0.604396, 0.481013, 0.126582, 0.392405, 173.149234, 181.729904, 2.000000, 0.000000, 1, 0
Dimitrov, Young, 11.000000, 51.000000, Outdoor, Clay, 1st Round, Masters 1000, 3.000000, 28.000000, 0.209424, 0.120419, 0.670157, 0.074074, 0.135802, 0.790123, 176.887884, 157.740998, 1.000000, 0.000000, 1, 0
Mayer, Muller, 27.000000, 48.000000, Outdoor, Clay, 1st Round, Masters 1000, 6.000000, 4.000000, 0.503704, 0.170370, 0.325926, 0.079208, 0.297030, 0.623762, 164.620329, 175.866384, 2.000000, 0.000000, 1, 0
Monfils, Troicki, 15.000000, 33.000000, Outdoor, Clay, 1st Round, Masters 1000, 10.000000, 8.000000, 0.275641, 0.096154, 0.628205, 0.280374, 0.130841, 0.588785, 173.486181, 173.013009, 2.000000, 0.000000, 1, 0
Ramos-Vinolas, Cuevas, 65.000000, 22.000000, Outdoor, Clay, 1st Round, Masters 1000, 7.000000, 2.000000, 0.628205, 0.064103, 0.307692, 0.693878, 0.051020, 0.255102, 161.105263, 168.311098, 2.000000, 1.000000, 1, 0
Tsonga, Rosol, 14.000000, 42.000000, Outdoor, Clay, 1st Round, Masters 1000, 13.000000, 3.000000, 0.248447, 0.105590, 0.645963, 0.397590, 0.048193, 0.554217, 173.887833, 179.291215, 2.000000, 0.000000, 1, 0
Verdasco, Garcia-Lopez, 38.000000, 28.000000, Outdoor, Clay, 1st Round, Masters 1000, 14.000000, 3.000000, 0.453125, 0.117188, 0.429688, 0.495146, 0.058252, 0.446602, 172.895652, 165.312162, 2.000000, 1.000000, 1, 0
Kyrgios, Gimeno-Traver, 35.000000, 66.000000, Outdoor, Clay, 1st Round, Masters 1000, 2.000000, 4.000000, 0.229167, 0.104167, 0.666667, 0.826087, 0.000000, 0.173913, 182.492694, 166.837587, 2.000000, 0.000000, 1, 0
Granollers, Klizan, 62.000000, 30.000000, Outdoor, Clay, 1st Round, Masters 1000, 12.000000, 10.000000, 0.482353, 0.047059, 0.470588, 0.518072, 0.036145, 0.445783, 169.049497, 163.760967, 0.000000, 0.000000, 1, 0
Sock, Andujar, 37.000000, 43.000000, Outdoor, Clay, 1st Round, Masters 1000, 23.000000, 5.000000, 0.208955, 0.082090, 0.708955, 0.672414, 0.034483, 0.293103, 176.638039, 165.669980, 2.000000, 0.000000, 1, 0
Bautista, Copil, 16.000000, 177.000000, Outdoor, Clay, 1st Round, Masters 1000, 3.000000, 15.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kohlschreiber, Falla, 24.000000, 118.000000, Outdoor, Clay, 1st Round, Masters 1000, 1.000000, 35.000000, 0.464052, 0.111111, 0.424837, 0.322581, 0.193548, 0.483871, 169.174588, 159.246914, 2.000000, 0.000000, 1, 0
Gasquet, Karlovic, 23.000000, 25.000000, Outdoor, Clay, 1st Round, Masters 1000, 2.000000, 11.000000, 0.184971, 0.132948, 0.682081, 0.185185, 0.222222, 0.592593, 166.746555, 195.388708, 2.000000, 0.000000, 1, 0
Raonic, Monaco, 6.000000, 34.000000, Outdoor, Clay, 2nd Round, Masters 1000, 18.000000, 2.000000, 0.215000, 0.120000, 0.665000, 0.703704, 0.049383, 0.246914, 189.920348, 163.588329, 2.000000, 0.000000, 1, 0
Wawrinka, Sousa, 9.000000, 56.000000, Outdoor, Clay, 2nd Round, Masters 1000, 19.000000, 1.000000, 0.314554, 0.079812, 0.605634, 0.412281, 0.070175, 0.517544, 173.731626, 164.660227, 2.000000, 0.000000, 1, 0
Isner, Bellucci, 18.000000, 77.000000, Outdoor, Clay, 2nd Round, Masters 1000, 2.000000, 2.000000, 0.203390, 0.118644, 0.677966, 0.666667, 0.012821, 0.320513, 193.113282, 168.661962, 2.000000, 1.000000, 1, 0
Ferrer, Ramos-Vinolas, 8.000000, 65.000000, Outdoor, Clay, 2nd Round, Masters 1000, 11.000000, 1.000000, 0.409692, 0.039648, 0.550661, 0.628205, 0.064103, 0.307692, 167.031687, 161.105263, 2.000000, 0.000000, 1, 0
Bolelli, Vanni, 63.000000, 117.000000, Outdoor, Clay, 2nd Round, Masters 1000, 3.000000, 2.000000, 0.363636, 0.136364, 0.500000, 0.800000, 0.000000, 0.200000, 173.344625, 175.602564, 2.000000, 1.000000, 1, 0
Verdasco, Cilic, 38.000000, 10.000000, Outdoor, Clay, 2nd Round, Masters 1000, 1.000000, 2.000000, 0.453125, 0.117188, 0.429688, 0.203297, 0.192308, 0.604396, 172.895652, 173.149234, 2.000000, 1.000000, 1, 0
Dimitrov, Fognini, 11.000000, 31.000000, Outdoor, Clay, 2nd Round, Masters 1000, 1.000000, 2.000000, 0.209424, 0.120419, 0.670157, 0.602564, 0.051282, 0.346154, 176.887884, 161.296142, 2.000000, 1.000000, 1, 0
Tsonga, Sock, 14.000000, 37.000000, Outdoor, Clay, 2nd Round, Masters 1000, 1.000000, 1.000000, 0.248447, 0.105590, 0.645963, 0.208955, 0.082090, 0.708955, 173.887833, 176.638039, 2.000000, 1.000000, 1, 0
Berdych, Gasquet, 7.000000, 23.000000, Outdoor, Clay, 2nd Round, Masters 1000, 17.000000, 1.000000, 0.210300, 0.120172, 0.669528, 0.184971, 0.132948, 0.682081, 178.187284, 166.746555, 2.000000, 0.000000, 1, 0
Nadal, Johnson, 4.000000, 54.000000, Outdoor, Clay, 2nd Round, Masters 1000, 13.000000, 2.000000, 0.501859, 0.040892, 0.457249, 0.142857, 0.205357, 0.651786, 168.193934, 174.626770, 2.000000, 0.000000, 1, 0
Mayer, Lopez, 27.000000, 12.000000, Outdoor, Clay, 2nd Round, Masters 1000, 1.000000, 2.000000, 0.503704, 0.170370, 0.325926, 0.263158, 0.230263, 0.506579, 164.620329, 163.491159, 2.000000, 0.000000, 1, 0
Kyrgios, Federer, 35.000000, 2.000000, Outdoor, Clay, 2nd Round, Masters 1000, 1.000000, 3.000000, 0.229167, 0.104167, 0.666667, 0.151515, 0.207792, 0.640693, 182.492694, 175.109088, 2.000000, 1.000000, 1, 0
Granollers, Monfils, 62.000000, 15.000000, Outdoor, Clay, 2nd Round, Masters 1000, 1.000000, 1.000000, 0.482353, 0.047059, 0.470588, 0.275641, 0.096154, 0.628205, 169.049497, 173.486181, 2.000000, 1.000000, 1, 0
Bautista, Querrey, 16.000000, 39.000000, Outdoor, Clay, 2nd Round, Masters 1000, 1.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Nishikori, Goffin, 5.000000, 21.000000, Outdoor, Clay, 2nd Round, Masters 1000, 10.000000, 2.000000, 0.260274, 0.082192, 0.657534, 0.295775, 0.084507, 0.619718, 162.266621, 163.700575, 2.000000, 1.000000, 1, 0
Murray, Kohlschreiber, 3.000000, 24.000000, Outdoor, Clay, 2nd Round, Masters 1000, 3.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.464052, 0.111111, 0.424837, 167.091792, 169.174588, 2.000000, 1.000000, 1, 0
Dimitrov, Wawrinka, 11.000000, 9.000000, Outdoor, Clay, 3rd Round, Masters 1000, 1.000000, 2.000000, 0.209424, 0.120419, 0.670157, 0.314554, 0.079812, 0.605634, 176.887884, 173.731626, 2.000000, 1.000000, 1, 0
Berdych, Tsonga, 7.000000, 14.000000, Outdoor, Clay, 3rd Round, Masters 1000, 1.000000, 1.000000, 0.210300, 0.120172, 0.669528, 0.248447, 0.105590, 0.645963, 178.187284, 173.887833, 2.000000, 0.000000, 1, 0
Isner, Kyrgios, 18.000000, 35.000000, Outdoor, Clay, 3rd Round, Masters 1000, 1.000000, 1.000000, 0.203390, 0.118644, 0.677966, 0.229167, 0.104167, 0.666667, 193.113282, 182.492694, 2.000000, 1.000000, 1, 0
Nadal, Bolelli, 4.000000, 63.000000, Outdoor, Clay, 3rd Round, Masters 1000, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.363636, 0.136364, 0.500000, 168.193934, 173.344625, 2.000000, 0.000000, 1, 0
Ferrer, Verdasco, 8.000000, 38.000000, Outdoor, Clay, 3rd Round, Masters 1000, 1.000000, 1.000000, 0.409692, 0.039648, 0.550661, 0.453125, 0.117188, 0.429688, 167.031687, 172.895652, 2.000000, 1.000000, 1, 0
Nishikori, Bautista, 5.000000, 16.000000, Outdoor, Clay, 3rd Round, Masters 1000, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Murray, Granollers, 3.000000, 62.000000, Outdoor, Clay, 3rd Round, Masters 1000, 3.000000, 1.000000, 0.209302, 0.166667, 0.624031, 0.482353, 0.047059, 0.470588, 167.091792, 169.049497, 2.000000, 0.000000, 1, 0
Raonic, Mayer, 6.000000, 27.000000, Outdoor, Clay, 3rd Round, Masters 1000, 2.000000, 1.000000, 0.215000, 0.120000, 0.665000, 0.503704, 0.170370, 0.325926, 189.920348, 164.620329, 2.000000, 0.000000, 1, 0
Nadal, Dimitrov, 4.000000, 11.000000, Outdoor, Clay, Quarterfinals, Masters 1000, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.209424, 0.120419, 0.670157, 168.193934, 176.887884, 2.000000, 0.000000, 1, 0
Berdych, Isner, 7.000000, 18.000000, Outdoor, Clay, Quarterfinals, Masters 1000, 1.000000, 1.000000, 0.210300, 0.120172, 0.669528, 0.203390, 0.118644, 0.677966, 178.187284, 193.113282, 2.000000, 1.000000, 1, 0
Murray, Raonic, 3.000000, 6.000000, Outdoor, Clay, Quarterfinals, Masters 1000, 1.000000, 1.000000, 0.209302, 0.166667, 0.624031, 0.215000, 0.120000, 0.665000, 167.091792, 189.920348, 2.000000, 0.000000, 1, 0
Nishikori, Ferrer, 5.000000, 8.000000, Outdoor, Clay, Quarterfinals, Masters 1000, 1.000000, 1.000000, 0.260274, 0.082192, 0.657534, 0.409692, 0.039648, 0.550661, 162.266621, 167.031687, 2.000000, 0.000000, 1, 0
Nadal, Berdych, 4.000000, 7.000000, Outdoor, Clay, Semifinals, Masters 1000, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.210300, 0.120172, 0.669528, 168.193934, 178.187284, 2.000000, 0.000000, 1, 0
Murray, Nishikori, 3.000000, 5.000000, Outdoor, Clay, Semifinals, Masters 1000, 1.000000, 1.000000, 0.209302, 0.166667, 0.624031, 0.260274, 0.082192, 0.657534, 167.091792, 162.266621, 2.000000, 0.000000, 1, 0
Murray, Nadal, 3.000000, 4.000000, Outdoor, Clay, The Final, Masters 1000, 1.000000, 1.000000, 0.209302, 0.166667, 0.624031, 0.501859, 0.040892, 0.457249, 167.091792, 168.193934, 2.000000, 0.000000, 1, 0
Anderson, Mayer, 16.000000, 567.000000, Outdoor, Clay, 1st Round, Masters 1000, 7.000000, 3.000000, 0.222222, 0.123457, 0.654321, 0.503704, 0.170370, 0.325926, 187.132917, 164.620329, 2.000000, 1.000000, 1, 0
Donati, Giraldo, 282.000000, 66.000000, Outdoor, Clay, 1st Round, Masters 1000, nan, 6.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Mayer, Gaio, 25.000000, 277.000000, Outdoor, Clay, 1st Round, Masters 1000, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Chardy, Rosol, 38.000000, 42.000000, Outdoor, Clay, 1st Round, Masters 1000, 6.000000, 5.000000, 0.318584, 0.106195, 0.575221, 0.397590, 0.048193, 0.554217, 182.488035, 179.291215, 2.000000, 0.000000, 1, 0
Almagro, Vanni, 174.000000, 100.000000, Outdoor, Clay, 1st Round, Masters 1000, 7.000000, 4.000000, 0.698113, 0.028302, 0.273585, 0.800000, 0.000000, 0.200000, 175.619251, 175.602564, 2.000000, 0.000000, 1, 0
Vesely, Gulbis, 40.000000, 22.000000, Outdoor, Clay, 1st Round, Masters 1000, 6.000000, 6.000000, 0.481013, 0.126582, 0.392405, 0.375000, 0.072917, 0.552083, 181.729904, 188.738025, 2.000000, 1.000000, 1, 0
Simon, Sock, 12.000000, 33.000000, Outdoor, Clay, 1st Round, Masters 1000, 17.000000, 5.000000, 0.260274, 0.123288, 0.616438, 0.208955, 0.082090, 0.708955, 156.881607, 176.638039, 2.000000, 1.000000, 1, 0
Dimitrov, Janowicz, 11.000000, 46.000000, Outdoor, Clay, 1st Round, Masters 1000, 3.000000, 7.000000, 0.209424, 0.120419, 0.670157, 0.185714, 0.200000, 0.614286, 176.887884, 183.323472, 2.000000, 0.000000, 1, 0
Kohlschreiber, Young, 23.000000, 48.000000, Outdoor, Clay, 1st Round, Masters 1000, 4.000000, 6.000000, 0.464052, 0.111111, 0.424837, 0.074074, 0.135802, 0.790123, 169.174588, 157.740998, 2.000000, 0.000000, 1, 0
Isner, Sousa, 17.000000, 51.000000, Outdoor, Clay, 1st Round, Masters 1000, 3.000000, 6.000000, 0.203390, 0.118644, 0.677966, 0.412281, 0.070175, 0.517544, 193.113282, 164.660227, 2.000000, 0.000000, 1, 0
Monaco, Lajovic, 36.000000, 75.000000, Outdoor, Clay, 1st Round, Masters 1000, 6.000000, 11.000000, 0.703704, 0.049383, 0.246914, 0.616667, 0.050000, 0.333333, 163.588329, 160.488417, 2.000000, 1.000000, 1, 0
